CIN,Company Name,Company Status,RoC,Registration Number,Company Category,Company Sub Category,Class of Company,Date of Incorporation,Age of Company,Activity,Number of Members
U99999MH1995PTC091512,AMOTO ENGINEERS PRIVATE LIMITED,Active,RoC-Mumbai,91512,Company limited by Shares,Non-govt company,Private,07 August 1995,"26 years, 7 month, 17 days","EXTRA TERRITORIAL ORGANIZATIONS AND BODIES
Click here to see other companies involved in same activity.",-
U99999MH1995PTC091517,DELUXE PETROCHEM PRIVATE LIMITED,Active,RoC-Mumbai,91517,Company limited by Shares,Non-govt company,Private,07 August 1995,"26 years, 7 month, 17 days","EXTRA TERRITORIAL ORGANIZATIONS AND BODIES
Click here to see other companies involved in same activity.",-
U99999MH1995PTC091883,NEWTECH LAND DEVELOPERS PRIVATE LIMITED,Active,RoC-Mumbai,91883,Company limited by Shares,Non-govt company,Private,17 August 1995,"26 years, 7 month, 7 days","EXTRA TERRITORIAL ORGANIZATIONS AND BODIES
Click here to see other companies involved in same activity.",-
U99999MH1995PTC091913,KORN /FERRY INTERNATIONAL PRIVATE LIMITED,Active,RoC-Mumbai,91913,Company limited by Shares,Non-govt company,Private,18 August 1995,"26 years, 7 month, 6 days","EXTRA TERRITORIAL ORGANIZATIONS AND BODIES
Click here to see other companies involved in same activity.",-
U99999MH1995PTC091929,VISTA PROCESSED FOODS PRIVATE LIMITED,Active,RoC-Mumbai,91929,Company limited by Shares,Non-govt company,Private,18 August 1995,"26 years, 7 month, 6 days","EXTRA TERRITORIAL ORGANIZATIONS AND BODIES
Click here to see other companies involved in same activity.",-
U99999MH1995PTC091967,ENGINEERING AND MEDIA PRODUCTS PRIVATE LIMITED,Active,RoC-Mumbai,91967,Company limited by Shares,Non-govt company,Private,21 August 1995,"26 years, 7 month, 3 days","EXTRA TERRITORIAL ORGANIZATIONS AND BODIES
Click here to see other companies involved in same activity.",-
U99999MH1995PTC091970,SPACETECH CRYO EQUIPMENTS PRIVATE LIMITED,Active,RoC-Mumbai,91970,Company limited by Shares,Non-govt company,Private,21 August 1995,"26 years, 7 month, 3 days","EXTRA TERRITORIAL ORGANIZATIONS AND BODIES
Click here to see other companies involved in same activity.",-
U99999MH1995PTC092092,SURPLUS FINVEST PRIVATE LIMITED,Active,RoC-Mumbai,92092,Company limited by Shares,Non-govt company,Private,23 August 1995,"26 years, 7 month, 1 days","EXTRA TERRITORIAL ORGANIZATIONS AND BODIES
Click here to see other companies involved in same activity.",-
U99999MH1995PTC092164,LASER SECURITIES PRIVATE LIMITED,Active,RoC-Mumbai,92164,Company limited by Shares,Non-govt company,Private,25 August 1995,"26 years, 6 month, 30 days","EXTRA TERRITORIAL ORGANIZATIONS AND BODIES
Click here to see other companies involved in same activity.",-
U99999MH1995PTC092214,FINE PACKAGING PRIVATE LIMITED,Active,RoC-Mumbai,92214,Company limited by Shares,Non-govt company,Private,28 August 1995,"26 years, 6 month, 27 days","EXTRA TERRITORIAL ORGANIZATIONS AND BODIES
Click here to see other companies involved in same activity.",-
U99999MH1995PTC092269,SYSTEM MANAGEMENT SERVICES PRIVATE LIMITED,Active,RoC-Mumbai,92269,Company limited by Shares,Non-govt company,Private,30 August 1995,"26 years, 6 month, 25 days","EXTRA TERRITORIAL ORGANIZATIONS AND BODIES
Click here to see other companies involved in same activity.",2
U99999MH1995PTC092299,VISHWA PRATIK ROLLER BEARINGS PRIVATE LIMITED,Active,RoC-Mumbai,92299,Company limited by Shares,Non-govt company,Private,31 August 1995,"26 years, 6 month, 24 days","EXTRA TERRITORIAL ORGANIZATIONS AND BODIES
Click here to see other companies involved in same activity.",-
U99999MH1995PTC092673,SHANTIRAJ LUBRICANTS PRIVATE LIMITED,Active,RoC-Mumbai,92673,Company limited by Shares,Non-govt company,Private,13 September 1995,"26 years, 6 month, 11 days","EXTRA TERRITORIAL ORGANIZATIONS AND BODIES
Click here to see other companies involved in same activity.",-
U99999MH1995PTC093100,,-,,-,-,-,,N/A,"52 years, 2 month, 23 days",,-
U99999MH1995PTC093359,ANIL-GOYAL EXIM PRIVATE LIMITED,Active,RoC-Mumbai,93359,Company limited by Shares,Non-govt company,Private,06 October 1995,"26 years, 5 month, 18 days","EXTRA TERRITORIAL ORGANIZATIONS AND BODIES
Click here to see other companies involved in same activity.",-
U99999MH1995PTC093721,SACHIN JOSHI PRODUCTS (INDIA) PRIVATE LIMITED,Active,RoC-Mumbai,93721,Company limited by Shares,Non-govt company,Private,17 October 1995,"26 years, 5 month, 7 days","EXTRA TERRITORIAL ORGANIZATIONS AND BODIES
Click here to see other companies involved in same activity.",-
U99999MH1995PTC093779,,,,,,,,,,,
U99999MH1995PTC093838,SAMSAN PROMOTIONS PRIVATE LIMITED,Active,RoC-Mumbai,93838,Company limited by Shares,Non-govt company,Private,19 October 1995,"26 years, 5 month, 5 days","EXTRA TERRITORIAL ORGANIZATIONS AND BODIES
Click here to see other companies involved in same activity.",-
U99999MH1995PTC094112,BIX INSURANCE AND FINANCIAL TECHNOLOGIES PRIVATE LIMITED,Active,RoC-Mumbai,94112,Company limited by Shares,Non-govt company,Private,02 November 1995,"26 years, 4 month, 22 days","EXTRA TERRITORIAL ORGANIZATIONS AND BODIES
Click here to see other companies involved in same activity.",4
U99999MH1995PTC094188,INDIA CONSULTANCY GROUP PRIVATE LIMITED,Active,RoC-Mumbai,94188,Company Limited by Guarantee,Non-govt company,Private,03 November 1995,"26 years, 4 month, 21 days","EXTRA TERRITORIAL ORGANIZATIONS AND BODIES
Click here to see other companies involved in same activity.",-
U99999MH1995PTC094354,KYAL FABRICS PRIVATE LIMITED,Active,RoC-Mumbai,94354,Company limited by Shares,Non-govt company,Private,10 November 1995,"26 years, 4 month, 14 days","EXTRA TERRITORIAL ORGANIZATIONS AND BODIES
Click here to see other companies involved in same activity.",-
U99999MH1995PTC094636,AUTOMAG INDIA PRIVATE LIMITED,Active,RoC-Pune,94636,Company limited by Shares,Non-govt company,Private,20 November 1995,"26 years, 4 month, 4 days","EXTRA TERRITORIAL ORGANIZATIONS AND BODIES
Click here to see other companies involved in same activity.",-
U99999MH1995PTC094680,SABHLOK STEEL REALTY PRIVATE LIMITED,Active,RoC-Mumbai,94680,Company limited by Shares,Non-govt company,Private,22 November 1995,"26 years, 4 month, 2 days","EXTRA TERRITORIAL ORGANIZATIONS AND BODIES
Click here to see other companies involved in same activity.",-
U99999MH1995PTC094752,NEW LOOK FINANCE AND LEASING COMPANY PRIVATE LIMITED,Active,RoC-Mumbai,94752,Company limited by Shares,Non-govt company,Private,24 November 1995,"26 years, 4 month, 0 days","EXTRA TERRITORIAL ORGANIZATIONS AND BODIES
Click here to see other companies involved in same activity.",-
U99999MH1995PTC094879,ROYAL HYGIENE CARE PRIVATE LIMITED,Active,RoC-Mumbai,94879,Company limited by Shares,Non-govt company,Private,29 November 1995,"26 years, 3 month, 25 days","EXTRA TERRITORIAL ORGANIZATIONS AND BODIES
Click here to see other companies involved in same activity.",2
U99999MH1995PTC094964,K'ROLL IMPEX PRIVATE LIMITED,Active,RoC-Mumbai,94964,Company limited by Shares,Non-govt company,Private,04 December 1995,"26 years, 3 month, 20 days","EXTRA TERRITORIAL ORGANIZATIONS AND BODIES
Click here to see other companies involved in same activity.",-
U99999MH1995PTC120409,DIAMOND CRYSTAL PRIVATE LIMITED,Active,RoC-Mumbai,120409,Company limited by Shares,Non-govt company,Private,25 January 1995,"27 years, 1 month, 30 days","EXTRA TERRITORIAL ORGANIZATIONS AND BODIES
Click here to see other companies involved in same activity.",-
U99999MH1995PTC138600,ANHEUSER BUSCH INBEV BREWERIES PRIVATE LIMITED,Active,RoC-Mumbai,138600,Company limited by Shares,Non-govt company,Private,26 September 1995,"26 years, 5 month, 28 days","EXTRA TERRITORIAL ORGANIZATIONS AND BODIES
Click here to see other companies involved in same activity.",-
U99999MH1995PTC174185,R.K. GLOBAL SHARES AND SECURITIES LIMITED,Active,RoC-Mumbai,174185,Company limited by Shares,Non-govt company,Public,21 June 1995,"26 years, 9 month, 3 days","EXTRA TERRITORIAL ORGANIZATIONS AND BODIES
Click here to see other companies involved in same activity.",-
U99999MH1996NPL100207,THE PHARMACEUTICAL WHOLESALERS ASSOCIATION (BOMBAY),Active,RoC-Mumbai,100207,Company Limited by Guarantee,Non-govt company,Public,13 June 1996,"25 years, 9 month, 11 days","EXTRA TERRITORIAL ORGANIZATIONS AND BODIES
Click here to see other companies involved in same activity.",262
U99999MH1996PLC095951,INDO-SAUDI TRADING COMPANY LIMITED,Active,RoC-Mumbai,95951,Company limited by Shares,Non-govt company,Public,05 January 1996,"26 years, 2 month, 19 days","EXTRA TERRITORIAL ORGANIZATIONS AND BODIES
Click here to see other companies involved in same activity.",-
U99999MH1996PLC096067,BOOSTMETRIC SOLUTIONS LIMITED,Active,RoC-Mumbai,96067,Company limited by Shares,Non-govt company,Public,09 January 1996,"26 years, 2 month, 15 days","EXTRA TERRITORIAL ORGANIZATIONS AND BODIES
Click here to see other companies involved in same activity.",-
U99999MH1996PLC099293,ORIGIN EXPRESS (INDIA) LIMITED,Active,RoC-Mumbai,99293,Company limited by Shares,Non-govt company,Public,06 May 1996,"25 years, 10 month, 18 days","EXTRA TERRITORIAL ORGANIZATIONS AND BODIES
Click here to see other companies involved in same activity.",-
U99999MH1996PLC100257,,-,,-,-,-,,N/A,"52 years, 2 month, 23 days",,-
U99999MH1996PLC100428,ETERNITY POLYMERS LIMITED,Active,RoC-Mumbai,100428,Company limited by Shares,Non-govt company,Public,21 June 1996,"25 years, 9 month, 3 days","EXTRA TERRITORIAL ORGANIZATIONS AND BODIES
Click here to see other companies involved in same activity.",-
U99999MH1996PLC100833,N.VENSIMAL SECURITIES LIMITED,Active,RoC-Mumbai,100833,Company limited by Shares,Non-govt company,Public,09 July 1996,"25 years, 8 month, 15 days","EXTRA TERRITORIAL ORGANIZATIONS AND BODIES
Click here to see other companies involved in same activity.",-
U99999MH1996PLC100958,JACKIE SHROFF ENTERTAINMENT LIMITED,Active,RoC-Mumbai,100958,Company limited by Shares,Non-govt company,Public,11 July 1996,"25 years, 8 month, 13 days","EXTRA TERRITORIAL ORGANIZATIONS AND BODIES
Click here to see other companies involved in same activity.",-
U99999MH1996PLC101592,SKYTOUCH EXIM LIMITED,Active,RoC-Mumbai,101592,Company limited by Shares,Non-govt company,Public,05 August 1996,"25 years, 7 month, 19 days","EXTRA TERRITORIAL ORGANIZATIONS AND BODIES
Click here to see other companies involved in same activity.",-
U99999MH1996PLC103938,JAI VIRATRA ENTERTAINMENT LIMITED,Active,RoC-Mumbai,103938,Company limited by Shares,Non-govt company,Public,14 November 1996,"25 years, 4 month, 10 days","EXTRA TERRITORIAL ORGANIZATIONS AND BODIES
Click here to see other companies involved in same activity.",-
U99999MH1996PLC104668,STI FINANCE LIMITED,Active,RoC-Mumbai,104668,Company limited by Shares,Non-govt company,Public,20 December 1996,"25 years, 3 month, 4 days","EXTRA TERRITORIAL ORGANIZATIONS AND BODIES
Click here to see other companies involved in same activity.",-
U99999MH1996PLC168072,FAITH FINSTOCK PRIVATE LIMITED,Active,RoC-Mumbai,168072,Company limited by Shares,Non-govt company,Private,09 August 1996,"25 years, 7 month, 15 days","EXTRA TERRITORIAL ORGANIZATIONS AND BODIES
Click here to see other companies involved in same activity.",-
U99999MH1996PTC095822,STUDY CIRCLE PUBLICATIONS PRIVATE LIMITED,Active,RoC-Mumbai,95822,Company limited by Shares,Non-govt company,Private,02 January 1996,"26 years, 2 month, 22 days","EXTRA TERRITORIAL ORGANIZATIONS AND BODIES
Click here to see other companies involved in same activity.",-
U99999MH1996PTC095852,UNITED SPECIALITY INKS PRIVATE LIMITED,Active,RoC-Mumbai,95852,Company limited by Shares,Non-govt company,Private,02 January 1996,"26 years, 2 month, 22 days","EXTRA TERRITORIAL ORGANIZATIONS AND BODIES
Click here to see other companies involved in same activity.",-
U99999MH1996PTC095889,SABA CONSTRUCTION PRIVATE LIMITED,Active,RoC-Mumbai,95889,Company Limited by Guarantee,Non-govt company,Private,03 January 1996,"26 years, 2 month, 21 days","EXTRA TERRITORIAL ORGANIZATIONS AND BODIES
Click here to see other companies involved in same activity.",-
U99999MH1996PTC096250,SHREE SHYAM PACKAGING PRIVATE LIMITED,Active,RoC-Mumbai,96250,Company limited by Shares,Non-govt company,Private,12 January 1996,"26 years, 2 month, 12 days","EXTRA TERRITORIAL ORGANIZATIONS AND BODIES
Click here to see other companies involved in same activity.",-
U99999MH1996PTC096341,JET SPEED DEVELOPERS PRIVATE LIMITED,Active,RoC-Mumbai,96341,Company limited by Shares,Non-govt company,Private,16 January 1996,"26 years, 2 month, 8 days","EXTRA TERRITORIAL ORGANIZATIONS AND BODIES
Click here to see other companies involved in same activity.",-
U99999MH1996PTC096370,SACHDEV SURGICALS PRIVATE LIMITED,Active,RoC-Mumbai,96370,Company limited by Shares,Non-govt company,Private,17 January 1996,"26 years, 2 month, 7 days","EXTRA TERRITORIAL ORGANIZATIONS AND BODIES
Click here to see other companies involved in same activity.",-
U99999MH1996PTC096545,THERMO HEAT TRANSFERS PRIVATE LIMITED,Active,RoC-Mumbai,96545,Company limited by Shares,Non-govt company,Private,23 January 1996,"26 years, 2 month, 1 days","EXTRA TERRITORIAL ORGANIZATIONS AND BODIES
Click here to see other companies involved in same activity.",-
U99999MH1996PTC096756,LAKHOTIA ENGINEERS PRIVATE LIMITED,Active,RoC-Mumbai,96756,Company limited by Shares,Non-govt company,Private,31 January 1996,"26 years, 1 month, 24 days","EXTRA TERRITORIAL ORGANIZATIONS AND BODIES
Click here to see other companies involved in same activity.",-
U99999MH1996PTC097194,BRICS GILT FINANCE PRIVATE LIMITED,Active,RoC-Mumbai,97194,Company limited by Shares,Non-govt company,Private,13 February 1996,"26 years, 1 month, 11 days","EXTRA TERRITORIAL ORGANIZATIONS AND BODIES
Click here to see other companies involved in same activity.",7
U99999MH1996PTC097323,PRERANA INVESTMENT PRIVATE LIMITED,Active,RoC-Mumbai,97323,Company limited by Shares,Non-govt company,Private,15 February 1996,"26 years, 1 month, 9 days","EXTRA TERRITORIAL ORGANIZATIONS AND BODIES
Click here to see other companies involved in same activity.",-
U99999MH1996PTC097577,C G INTERNATIONAL PRIVATE LIMITED,Amalgamated,RoC-Mumbai,97577,Company limited by Shares,Non-govt company,Private,23 February 1996,"26 years, 1 month, 1 days","EXTRA TERRITORIAL ORGANIZATIONS AND BODIES
Click here to see other companies involved in same activity.",-
U99999MH1996PTC097624,HUSH INDIA PRIVATE LIMITED,Active,RoC-Mumbai,97624,Company limited by Shares,Non-govt company,Private,26 February 1996,"26 years, 0 month, 27 days","EXTRA TERRITORIAL ORGANIZATIONS AND BODIES
Click here to see other companies involved in same activity.",-
U99999MH1996PTC097721,VENUS GLOBAL MANAGEMENT & CONSULTANCY SERVICES PRIVATE LIMITED,Active,RoC-Mumbai,97721,Company limited by Shares,Non-govt company,Private,28 February 1996,"26 years, 0 month, 25 days","EXTRA TERRITORIAL ORGANIZATIONS AND BODIES
Click here to see other companies involved in same activity.",-
U99999MH1996PTC097842,INNOVATIVE TECH TEAM MEDIA ENTERPRISES PRIVATE LIMITED,Active,RoC-Mumbai,97842,Company limited by Shares,Non-govt company,Private,04 March 1996,"26 years, 0 month, 20 days","EXTRA TERRITORIAL ORGANIZATIONS AND BODIES
Click here to see other companies involved in same activity.",3
U99999MH1996PTC097868,SWAJAY FINANCE PRIVATE LIMITED,Active,RoC-Mumbai,97868,Company limited by Shares,Non-govt company,Private,06 March 1996,"26 years, 0 month, 18 days","EXTRA TERRITORIAL ORGANIZATIONS AND BODIES
Click here to see other companies involved in same activity.",-
U99999MH1996PTC098377,FCG FLAMEPROOF CONTROL GEARS PRIVATE LIMITED,Active,RoC-Mumbai,98377,Company limited by Shares,Non-govt company,Private,25 March 1996,"25 years, 11 month, 30 days","EXTRA TERRITORIAL ORGANIZATIONS AND BODIES
Click here to see other companies involved in same activity.",-
U99999MH1996PTC098422,JAS JOG CONSOLIDATED TRADING PRIVATE LIMITED,Active,RoC-Mumbai,98422,Company limited by Shares,Non-govt company,Private,26 March 1996,"25 years, 11 month, 29 days","EXTRA TERRITORIAL ORGANIZATIONS AND BODIES
Click here to see other companies involved in same activity.",-
U99999MH1996PTC098522,TWINKLE CHEMI LAB PRIVATE LIMITED,Active,RoC-Mumbai,98522,Company limited by Shares,Non-govt company,Private,28 March 1996,"25 years, 11 month, 27 days","EXTRA TERRITORIAL ORGANIZATIONS AND BODIES
Click here to see other companies involved in same activity.",-
U99999MH1996PTC098713,CUMULUS TRADING COMPANY PRIVATE LIMITED,Active,RoC-Mumbai,98713,Company limited by Shares,Non-govt company,Private,09 April 1996,"25 years, 11 month, 15 days","EXTRA TERRITORIAL ORGANIZATIONS AND BODIES
Click here to see other companies involved in same activity.",-
U99999MH1996PTC098725,SONI FABRICS PRIVATE LIMITED,Active,RoC-Mumbai,98725,Company limited by Shares,Non-govt company,Private,09 April 1996,"25 years, 11 month, 15 days","EXTRA TERRITORIAL ORGANIZATIONS AND BODIES
Click here to see other companies involved in same activity.",-
U99999MH1996PTC098900,GOGATE ELECTROSYSTEMS (NASIK) PRIVATE LIMITED,Active,RoC-Mumbai,98900,Company limited by Shares,Non-govt company,Private,17 April 1996,"25 years, 11 month, 7 days","EXTRA TERRITORIAL ORGANIZATIONS AND BODIES
Click here to see other companies involved in same activity.",-
U99999MH1996PTC098903,M ROCHIRAM TEXTILES PRIVATE LIMITED,Active,RoC-Mumbai,98903,Company limited by Shares,Non-govt company,Private,17 April 1996,"25 years, 11 month, 7 days","EXTRA TERRITORIAL ORGANIZATIONS AND BODIES
Click here to see other companies involved in same activity.",-
U99999MH1996PTC099015,CARINO DESIGNS PRIVATE LIMITED,Active,RoC-Mumbai,99015,Company limited by Shares,Non-govt company,Private,19 April 1996,"25 years, 11 month, 5 days","EXTRA TERRITORIAL ORGANIZATIONS AND BODIES
Click here to see other companies involved in same activity.",-
