CORPORATE_IDENTIFICATION_NUMBER,COMPANY_NAME,COMPANY_STATUS,COMPANY_CLASS,COMPANY_CATEGORY,COMPANY_SUB_CATEGORY,DATE_OF_REGISTRATION,REGISTERED_STATE,AUTHORIZED_CAP,PAIDUP_CAPITAL,INDUSTRIAL_CLASS,PRINCIPAL_BUSINESS_ACTIVITY_AS_PER_CIN,REGISTERED_OFFICE_ADDRESS,REGISTRAR_OF_COMPANIES,EMAIL_ADDR,LATEST_YEAR_ANNUAL_RETURN,LATEST_YEAR_FINANCIAL_STATEMENT
U99999MH1995PTC094636,AUTOMAG INDIA PRIVATE LIMITED   ,ACTV,Private,Company limited by Shares,Non-govt company,20-11-1995,Maharashtra,30000000.0,20900000.0,99999,Extraterritorial organizations and bodies,"PLOT NO 25, S.NO. 1AAMCHI COLONY, BAVDHAN  ",ROC PUNE,namjoshi.pradip@nkbtechno.com,31-03-2019,31-03-2019
U99999MH1995PTC094680,SABHLOK STEEL REALTY PRIVATE LIMITED   ,ACTV,Private,Company limited by Shares,Non-govt company,22-11-1995,Maharashtra,100000.0,100000.0,99999,Extraterritorial organizations and bodies,"SHOP NO. 14, PERSEPOLIS CHS LTD, SECTOR-17,VASHI,  ",ROC MUMBAI,accounts@thesafalgroup.com,31-03-2019,31-03-2019
U99999MH1995PTC094752,NEW LOOK FINANCE AND LEASING COMPANYPRIVATE LIMITED  ,ACTV,Private,Company limited by Shares,Non-govt company,24-11-1995,Maharashtra,2000000.0,100000.0,99999,Extraterritorial organizations and bodies,"8/12, SURYA NIWASSCH 6RD 24, SION WEST  ",ROC MUMBAI,newlookfinance9@gmail.com,31-03-2019,31-03-2019
U99999MH1995PTC094879,ROYAL HYGIENE CARE PRIVATE LIMITED   ,ACTV,Private,Company limited by Shares,Non-govt company,29-11-1995,Maharashtra,42500000.0,39716660.0,99999,Extraterritorial organizations and bodies,"OFFICE NO. 302, MONARCH CHAMBEROPP MAROL CAFE HOTEL, MAROL MAROSHI ROAD  ",ROC MUMBAI,support@royalhygienecare.com,31-03-2018,31-03-2018
U99999MH1995PTC094964,K'ROLL IMPEX PRIVATE LIMITED   ,ACTV,Private,Company limited by Shares,Non-govt company,04-12-1995,Maharashtra,500000.0,500000.0,99999,Extraterritorial organizations and bodies,"603, 6TH FLOOR, MARVEL, SHASTRI NAGAR,ANDHERI (WEST),  ",ROC MUMBAI,krollimpex@gmail.com,31-03-2019,31-03-2019
U99999MH1995PTC120409,DIAMOND CRYSTAL PRIVATE LIMITED   ,ACTV,Private,Company limited by Shares,Non-govt company,25-01-1995,Maharashtra,37500000.0,30804000.0,99999,Extraterritorial organizations and bodies,"340, LAXMI PLAZA, LAXMI INDUSTRIES ESTATE,NEW LINK ROAD, ANDHERI (WEST),  ",ROC MUMBAI,cs.pdpl@pdindia.com,31-03-2018,31-03-2018
U99999MH1995PTC138600,ANHEUSER BUSCH INBEV BREWERIES PRIVATELIMITED  ,ACTV,Private,Company limited by Shares,Non-govt company,26-09-1995,Maharashtra,2250000000.0,2178571410.0,99999,Extraterritorial organizations and bodies,"PLOT NO.M-99,M.I.D.C.,WALUJ,  ",ROC MUMBAI,Aishwarya.Khanna@in.ab-inbev.com,31-03-2018,31-03-2018
U99999MH1995PTC174185,R.K. GLOBAL SHARES AND SECURITIESLIMITED  ,ACTV,Public,Company limited by Shares,Non-govt company,21-06-1995,Maharashtra,100000000.0,43500800.0,99999,Extraterritorial organizations and bodies,"61, 6th FLOORMITTAL CHAMBERS,228, NARIMAN POINT  ",ROC MUMBAI,manju@rkglobal.in,31-03-2019,31-03-2019
U99999MH1996NPL100207,THE PHARMACEUTICAL WHOLESALERSASSOCIATION (BOMBAY)  ,ACTV,Public,Company Limited by Guarantee,Non-govt company,13-06-1996,Maharashtra,0.0,0.0,99999,Extraterritorial organizations and bodies,"B- 203, FLOOR-GRD, APPLE PLAZA,SENAPATI BAPAT MARG, DADAR (WEST)  ",ROC MUMBAI,thepwa@vsnl.com,31-03-2018,31-03-2018
U99999MH1996PLC095951,INDO-SAUDI TRADING COMPANY LIMITED   ,ACTV,Public,Company limited by Shares,Non-govt company,05-01-1996,Maharashtra,5000000.0,1416750.0,99999,Extraterritorial organizations and bodies,202 EMBASSY CENTRENARIMAN POINT   ,ROC MUMBAI,gulshan.headoffice@gmail.com,31-03-2019,31-03-2019
U99999MH1996PLC096067,BOOSTMETRIC SOLUTIONS LIMITED   ,ACTV,Public,Company limited by Shares,Non-govt company,09-01-1996,Maharashtra,60000000.0,31740000.0,99999,Extraterritorial organizations and bodies,"10/12, NARAYAN NIWAS, JAMBULWADI,KALBADEVI ROAD,  ",ROC MUMBAI,boostmetric@gmail.com,31-03-2019,31-03-2019
U99999MH1996PLC099293,ORIGIN EXPRESS (INDIA) LIMITED   ,ACTV,Public,Company limited by Shares,Non-govt company,06-05-1996,Maharashtra,2500000.0,2431000.0,99999,Extraterritorial organizations and bodies,"26, NEW APOLLO ESTATE, MOGRA LANE,NEW NAGARDS ROAD, ANDHERI (E),  ",ROC MUMBAI,anil_verma1977@yahoo.com,31-03-2006,31-03-2006
U99999MH1996PLC100257,NEYSA JEWELLERY LIMITED   ,ACTV,Public,Company limited by Shares,Non-govt company,14-06-1996,Maharashtra,250000000.0,226955000.0,99999,Extraterritorial organizations and bodies,"Plot \x1aGJ 11, Seepz++, Seepz SZAndheri East  ",ROC MUMBAI,neysa@neysajewellery.com,31-03-2019,31-03-2019
U99999MH1996PLC100428,ETERNITY POLYMERS LIMITED   ,ACTV,Public,Company limited by Shares,Non-govt company,21-06-1996,Maharashtra,30000000.0,19500340.0,99999,Extraterritorial organizations and bodies,257/265 N N STREET305NEW ANAND BHAWAN  ,ROC MUMBAI,eternity.polymers@hotmail.com,31-03-2019,31-03-2019
U99999MH1996PLC100833,N.VENSIMAL SECURITIES LIMITED   ,ACTV,Public,Company limited by Shares,Non-govt company,09-07-1996,Maharashtra,10000000.0,810000.0,99999,Extraterritorial organizations and bodies,"37-41,SHAHVIRI BLDG.,PICKET ROAD,  ",ROC MUMBAI,nvensimal@yahoo.co.in,31-03-2018,31-03-2018
U99999MH1996PLC100958,JACKIE SHROFF ENTERTAINMENT LIMITED   ,ACTV,Public,Company limited by Shares,Non-govt company,11-07-1996,Maharashtra,20000000.0,10008000.0,99999,Extraterritorial organizations and bodies,"Flat Nos.901-902Freeda One, Carter Road, Bandra W  ",ROC MUMBAI,mehtaji16@gmail.com,31-03-2019,31-03-2019
U99999MH1996PLC101592,SKYTOUCH EXIM LIMITED   ,ACTV,Public,Company limited by Shares,Non-govt company,05-08-1996,Maharashtra,1000000.0,960000.0,99999,Extraterritorial organizations and bodies,"A 617 CORPORATE AVENUESONAWALA ROAD, GOREGAON EAST,  ",ROC MUMBAI,ashok@skytouchexim.com,31-03-2019,31-03-2019
U99999MH1996PLC103938,JAI VIRATRA ENTERTAINMENT LIMITED   ,ACTV,Public,Company limited by Shares,Non-govt company,14-11-1996,Maharashtra,500000.0,500000.0,99999,Extraterritorial organizations and bodies,"403,4THFLOOR NEW SHANTIVAN CHS,VASTU LANE, RAVIRAJCOMPLEX NEXT TO LAXMI INDL ESTATE OFF NEW LINK RD  ",ROC MUMBAI,jaiviratra@gmail.com,31-03-2019,31-03-2019
U99999MH1996PLC104668,STI FINANCE LIMITED   ,ACTV,Public,Company limited by Shares,Non-govt company,20-12-1996,Maharashtra,100000000.0,100000000.0,99999,Extraterritorial organizations and bodies,"ATLANTA ARCADE, IIND FLOOR,ANDHERI KURLA ROADMAROL , OPP. LEELA KEMPINSKI,.  ",ROC MUMBAI,share3@stitextile.net,31-03-2019,31-03-2019
U99999MH1996PLC168072,FAITH FINSTOCK PRIVATE LIMITED   ,ACTV,Private,Company limited by Shares,Non-govt company,09-08-1996,Maharashtra,100000000.0,100000.0,99999,Extraterritorial organizations and bodies,"214, Linkway Estate Premises Co-op. Soc. Ltd.Link Road, Chincholi Bunder Road, Malad (West)  ",ROC MUMBAI,faithfinstock@rediffmail.com,31-03-2017,31-03-2017
U99999MH1996PTC095822,STUDY CIRCLE PUBLICATIONS PRIVATELIMITED  ,ACTV,Private,Company limited by Shares,Non-govt company,02-01-1996,Maharashtra,1000000.0,1000000.0,99999,Extraterritorial organizations and bodies,6A GROUND FLOOR SHARDA ASHRAMVIDYAMANDIR BHAVANISHANKER ROAD DADAR(W)  ,ROC MUMBAI,thakur_co@yahoo.com,31-03-2016,31-03-2016
U99999MH1996PTC095852,UNITED SPECIALITY INKS PRIVATE LIMITED   ,ACTV,Private,Company limited by Shares,Non-govt company,02-01-1996,Maharashtra,2600000.0,500000.0,99999,Extraterritorial organizations and bodies,VINAYAK 27 TEJPAL SCHEMEROAD NO 5 VILE PARLE EAST   ,ROC MUMBAI,swati.sathaye@gmail.com,31-03-2019,31-03-2019
U99999MH1996PTC095889,SABA CONSTRUCTION PRIVATE LIMITED   ,ACTV,Private,Company Limited by Guarantee,Non-govt company,03-01-1996,Maharashtra,200000.0,100000.0,99999,Extraterritorial organizations and bodies,"BUSHRA CHS LTD, FLAT NO.203, PLOT NO.7OFF YARI ROAD, VERSOVA, ANDHERI WEST  ",ROC MUMBAI,minhazcompany@gmail.com,31-03-2018,31-03-2014
U99999MH1996PTC096250,SHREE SHYAM PACKAGING PRIVATE LIMITED   ,ACTV,Private,Company limited by Shares,Non-govt company,12-01-1996,Maharashtra,2500000.0,2500000.0,99999,Extraterritorial organizations and bodies,W-234 MIDC INDUSTRIAL AREATALOJA   ,ROC MUMBAI,vishnu_ssp@yahoo.com,31-03-2019,31-03-2019
U99999MH1996PTC096341,JET SPEED DEVELOPERS PRIVATE LIMITED   ,ACTV,Private,Company limited by Shares,Non-govt company,16-01-1996,Maharashtra,500000.0,100000.0,99999,Extraterritorial organizations and bodies,"701, LE CHATEAU CHS LTD, S.C.CHATERJI MARG,SANTACRUZ WEST  ",ROC MUMBAI,rameshcmankani@gmail.com,31-03-2019,31-03-2019
U99999MH1996PTC096370,SACHDEV SURGICALS PRIVATE LIMITED   ,ACTV,Private,Company limited by Shares,Non-govt company,17-01-1996,Maharashtra,500000.0,500000.0,99999,Extraterritorial organizations and bodies,"W-418, TTC Industrial Area,MIDC, Rabale  ",ROC MUMBAI,atul.sachdevsurgical@gmail.com,31-03-2019,31-03-2019
U99999MH1996PTC096545,THERMO HEAT TRANSFERS PRIVATE LIMITED   ,ACTV,Private,Company limited by Shares,Non-govt company,23-01-1996,Maharashtra,4000000.0,3410000.0,99999,Extraterritorial organizations and bodies,"PLOT D-47-48, MIDC,SINNAR, TAL. SINNAR  ",ROC MUMBAI,accounts@thermogroup.in,31-03-2019,31-03-2019
U99999MH1996PTC096756,LAKHOTIA ENGINEERS PRIVATE LIMITED   ,ACTV,Private,Company limited by Shares,Non-govt company,31-01-1996,Maharashtra,1000000.0,754000.0,99999,Extraterritorial organizations and bodies,"C/O RAJESH STEEL TRADERS, GHAT ROAD,NAGPUR,  ",ROC MUMBAI,rajesh.steeltraders@yahoo.in,31-03-2019,31-03-2019
U99999MH1996PTC097194,BRICS GILT FINANCE PRIVATE LIMITED   ,ACTV,Private,Company limited by Shares,Non-govt company,13-02-1996,Maharashtra,535000000.0,394368320.0,99999,Extraterritorial organizations and bodies,"Office Premises No. 72, 7th Floor,Maker Chamber- IV, Nariman Point,  ",ROC MUMBAI,paresh.patel@bricssecurities.com,31-03-2019,31-03-2019
U99999MH1996PTC097323,PRERANA INVESTMENT PRIVATE LIMITED   ,ACTV,Private,Company limited by Shares,Non-govt company,15-02-1996,Maharashtra,100000.0,100000.0,99999,Extraterritorial organizations and bodies,"201, DEV NEO VIKRAM, B WING, SAHAKAR NAGAR CHSNEW LINK ROAD, ANDHERI WEST  ",ROC MUMBAI,pipl.jhp@jhpsecurities.com,31-03-2019,31-03-2019
U99999MH1996PTC097577,C G INTERNATIONAL PRIVATE LIMITED   ,ACTV,Private,Company limited by Shares,Non-govt company,23-02-1996,Maharashtra,40000000.0,10600250.0,99999,Extraterritorial organizations and bodies,"Office No.HW6061,Bharat Diamond Bourse,G BlockBandraKurla Complex,Opp Nabard Head Office,Bandra  ",ROC MUMBAI,aparna.sundareshwaran@triojewels.com,31-03-2019,31-03-2019
U99999MH1996PTC097624,HUSH INDIA PRIVATE LIMITED   ,ACTV,Private,Company limited by Shares,Non-govt company,26-02-1996,Maharashtra,10000000.0,10000000.0,99999,Extraterritorial organizations and bodies,"46, SAKIVIHAR ROAD,SAKINAKA,  ",ROC MUMBAI,finance@hush.in,31-03-2019,31-03-2019
U99999MH1996PTC097721,VENUS GLOBAL MANAGEMENT & CONSULTANCYSERVICES PRIVATE LIMITED  ,ACTV,Private,Company limited by Shares,Non-govt company,28-02-1996,Maharashtra,45000000.0,22843080.0,99999,Extraterritorial organizations and bodies,"PLOT NO. 163, SMT. JANKIDEVI PUBLIC SCHOOL ROAD,MHADA, SVP NAGAR,ANDHERI(WEST)  ",ROC MUMBAI,vfipl1996@rediffmail.com,31-03-2019,31-03-2019
U99999MH1996PTC097842,INNOVATIVE TECH TEAM MEDIA ENTERPRISESPRIVATE LIMITED  ,ACTV,Private,Company limited by Shares,Non-govt company,04-03-1996,Maharashtra,40000000.0,31500000.0,99999,Extraterritorial organizations and bodies,"EXPRESS TOWERS,NARIMAN POINT,   ",ROC MUMBAI,sandra.naz@expressindia.com,31-03-2019,31-03-2019
U99999MH1996PTC097868,SWAJAY FINANCE PRIVATE LIMITED   ,ACTV,Private,Company limited by Shares,Non-govt company,06-03-1996,Maharashtra,1000000.0,500000.0,99999,Extraterritorial organizations and bodies,"305, Sohan Commercial Plaza,Navghar, Vasai East  ",ROC MUMBAI,swajayfinpl@rediffmail.com,31-03-2019,31-03-2019
U99999MH1996PTC098377,FCG FLAMEPROOF CONTROL GEARS PRIVATELIMITED  ,ACTV,Private,Company limited by Shares,Non-govt company,25-03-1996,Maharashtra,30000000.0,30000000.0,99999,Extraterritorial organizations and bodies,A1/53 SHAH & NAHAR INDLESTATE  SITARAM JADHAV ROADLOWER PAREL  ,ROC MUMBAI,info@fcg-india.net,31-03-2019,31-03-2019
U99999MH1996PTC098422,JAS JOG CONSOLIDATED TRADING PRIVATELIMITED  ,ACTV,Private,Company limited by Shares,Non-govt company,26-03-1996,Maharashtra,4332500.0,4332500.0,99999,Extraterritorial organizations and bodies,"3RD,FLOOR,ISA BHARAT INSURANCE BUILDING,HORNIMANCIRCLE,FORT,  ",ROC MUMBAI,mumbai@sarafchandra.com,31-03-2019,31-03-2019
U99999MH1996PTC098522,TWINKLE CHEMI LAB PRIVATE LIMITED   ,ACTV,Private,Company limited by Shares,Non-govt company,28-03-1996,Maharashtra,500000.0,300000.0,99999,Extraterritorial organizations and bodies,"SHED NO W 37/A ,MIDC ,SHIRGAON,KULGAON,BADLAPUR  ",ROC MUMBAI,info@twinklechemilab.com,31-03-2019,31-03-2019
U99999MH1996PTC098713,CUMULUS TRADING COMPANY PRIVATE LIMITED   ,ACTV,Private,Company limited by Shares,Non-govt company,09-04-1996,Maharashtra,300735500.0,690580.0,99999,Extraterritorial organizations and bodies,"240, NAVSARI BUILDING, 1STFLOOR, D.N.ROAD,   ",ROC MUMBAI,secretarial.correspondence@gmail.com,31-03-2019,31-03-2019
U99999MH1996PTC098725,SONI FABRICS PRIVATE LIMITED   ,ACTV,Private,Company limited by Shares,Non-govt company,09-04-1996,Maharashtra,2500000.0,1830000.0,99999,Extraterritorial organizations and bodies,"948/1 BHANDARI COMPOUND,NARPOLI, BHIWANDI,  ",ROC MUMBAI,ashashriwas@yahoo.in,31-03-2019,31-03-2019
U99999MH1996PTC098900,GOGATE ELECTROSYSTEMS (NASIK) PRIVATELIMITED  ,ACTV,Private,Company limited by Shares,Non-govt company,17-04-1996,Maharashtra,1000000.0,759000.0,99999,Extraterritorial organizations and bodies,"PLOT NO. B-78, NICEMIDC, SATPUR  ",ROC MUMBAI,gogate@gogatensk.com,31-03-2019,31-03-2019
U99999MH1996PTC098903,M ROCHIRAM TEXTILES PRIVATE LIMITED   ,ACTV,Private,Company limited by Shares,Non-govt company,17-04-1996,Maharashtra,500000.0,206000.0,99999,Extraterritorial organizations and bodies,81/83 IST FLOOROLD HANUMAN LANE1ST FLOOR KALBADEVI  ,ROC MUMBAI,mrochiram@hotmail.com,31-03-2019,31-03-2019
U99999MH1996PTC099015,MOUNTPARK CREATIVE PRIVATE LIMITED   ,ACTV,Private,Company limited by Shares,Non-govt company,19-04-1996,Maharashtra,500000.0,400000.0,99999,Extraterritorial organizations and bodies,"69-A, BHARAT NAGAR,GRANT ROAD  ",ROC MUMBAI,pritichhabria@gmail.com,31-03-2019,31-03-2019
U99999MH1996PTC099360,TESA TAPES (INDIA) PRIVATE LIMITED   ,ACTV,Private,Company limited by Shares,Non-govt company,08-05-1996,Maharashtra,150000000.0,126814100.0,99999,Extraterritorial organizations and bodies,"301, 3RD FLOOR, LAKHANI CENTRIUM, PLOT NO. 27,SECTOR 15, CBD BELAPUR  ",ROC MUMBAI,contact.india@tesa.com,31-03-2019,31-03-2019
U99999MH1996PTC099565,GULMOHAR RESORTS PRIVATE LIMITED   ,ACTV,Private,Company limited by Shares,Non-govt company,16-05-1996,Maharashtra,100000.0,100000.0,99999,Extraterritorial organizations and bodies,"9, Jai Prakash Narayan Garden,   ",ROC PUNE,gulmoharresorts@taleragroup.com,31-03-2019,31-03-2019
U99999MH1996PTC099580,K D FLAKES PRIVATE LIMITED   ,ACTV,Private,Company limited by Shares,Non-govt company,16-05-1996,Maharashtra,500000.0,100000.0,99999,Extraterritorial organizations and bodies,SHIVAJI CHOWK A/P LASALGAONTAL.NIPHAD   ,ROC MUMBAI,nddaga2008@gmail.com,31-03-2019,31-03-2019
U99999MH1996PTC099701,SANGAM FISCAL AND HOLDINGS PRIVATELIMITED  ,ACTV,Private,Company limited by Shares,Non-govt company,21-05-1996,Maharashtra,2000000.0,936000.0,99999,Extraterritorial organizations and bodies,"303 THE CHAMBER, NR SWAN CITY CLUB, OFF HANUMANMANDIR WESTERN EXPRESS HIGHWAY, VILE PARLE (E)  ",ROC MUMBAI,vikasbudwariya2@gmail.com,31-03-2019,31-03-2019
U99999MH1996PTC100017,FRICHEM PRIVATE LIMITED   ,ACTV,Private,Company limited by Shares,Non-govt company,05-06-1996,Maharashtra,1000000.0,101200.0,99999,Extraterritorial organizations and bodies,"E/501, Sky Park CHS Ltd, Oshiwara Garden Road,Next to HDFC House, Off. S.V.Road, Goregaon - West  ",ROC MUMBAI,frichem.legal@gmail.com,31-03-2019,31-03-2019
U99999MH1996PTC100110,EXION (INDIA) PRIVATE LIMITED   ,ACTV,Private,Company limited by Shares,Non-govt company,10-06-1996,Maharashtra,1000000.0,853600.0,99999,Extraterritorial organizations and bodies,"BUILDING NO. 5/241, SWAMI VIVEKANAND NAGAR,HADAPSAR,  ",ROC PUNE,kns100300@gmail.com,31-03-2019,31-03-2019
U99999MH1996PTC100152,GANSONS MARKETING PRIVATE LIMITED   ,ACTV,Private,Company limited by Shares,Non-govt company,11-06-1996,Maharashtra,500000.0,500000.0,99999,Extraterritorial organizations and bodies,"157/158A, AKBAR CAMP ROAD,SANDOZ BAUG, KOLSHET,THANE 400 607.  ",ROC MUMBAI,gmpl@gansons.co.in,31-03-2019,31-03-2019
U99999MH1996PTC100337,MAXIM EQUIFIN PRIVATE LIMITED   ,ACTV,Private,Company limited by Shares,Non-govt company,19-06-1996,Maharashtra,1000000.0,1000000.0,99999,Extraterritorial organizations and bodies,"FLAT NO. 501, 5TH FLOOR, SADASHIV CHS LTDSHIVAJI NAGAR, VILE PARLE  ",ROC MUMBAI,cvlad@epicenergy.biz,31-03-2019,31-03-2019
U99999MH1996PTC100431,GRAUER & WEIL ENGINEERING PRIVATELIMITED  ,ACTV,Private,Company limited by Shares,Non-govt company,21-06-1996,Maharashtra,10000000.0,9250000.0,99999,Extraterritorial organizations and bodies,C/O GRAUER & WELL INDIA LTDAKURLI ROADKANDIVALI EAST  ,ROC MUMBAI,secretarial@growel.com,31-03-2019,31-03-2019
U99999MH1996PTC100461,PANSWORLD TELEVISION (INDIA) PRIVATELIMITED  ,ACTV,Private,Company limited by Shares,Non-govt company,24-06-1996,Maharashtra,500000.0,100000.0,99999,Extraterritorial organizations and bodies,"604, Ashok Heights, Nicholaswadi Lane,Off Old Nagardas Road, Andheri (East),  ",ROC MUMBAI,finance@pansworld.com,31-03-2019,31-03-2019
U99999MH1996PTC100512,SUMMIT ENGINEERS AND CONSULTANTS PRIVATE LIMITED  ,ACTV,Private,Company limited by Shares,Non-govt company,25-06-1996,Maharashtra,1000000.0,1000000.0,99999,Extraterritorial organizations and bodies,"F-93, MIDC, AMBAD   ",ROC MUMBAI,summit.engr@summitengineers.net,31-03-2019,31-03-2019
U99999MH1996PTC100545,OVERTURE COMMUNICATIONS PRIVATE LIMITED   ,ACTV,Private,Company limited by Shares,Non-govt company,26-06-1996,Maharashtra,1000000.0,1000000.0,99999,Extraterritorial organizations and bodies,"B 207, 2ND FL, SHREEPAL NAGAR BLDG SIDDHI VINAYAKHOSPITAL LANE, NAVGHAR CROSS ROAD, BHAYANDER EAST  ",ROC MUMBAI,accounts@overturecommunications.com,31-03-2019,31-03-2019
U99999MH1996PTC100629,INDMET PRESS METAL PRIVATE LIMITED   ,ACTV,Private,Company limited by Shares,Non-govt company,28-06-1996,Maharashtra,2000000.0,500000.0,99999,Extraterritorial organizations and bodies,"101, MIDC INDUSTRIAL AREA,HINGNA ROAD,  ",ROC MUMBAI,choudhariram@gmail.com,31-03-2019,31-03-2019
U99999MH1996PTC100736,GOENKA SWITCHGEARS PRIVATE LIMITED   ,ACTV,Private,Company limited by Shares,Non-govt company,01-07-1996,Maharashtra,1000000.0,100000.0,99999,Extraterritorial organizations and bodies,"816, NEHRU NAGAR, OPP. AKSHAY BHAWAN,NANDANWAN MAIN ROAD  ",ROC MUMBAI,rkengg@rkengg.in,31-03-2019,31-03-2019
U99999MH1996PTC100775,ENKAY FLORALS PRIVATE LIMITED   ,ACTV,Private,Company limited by Shares,Non-govt company,03-07-1996,Maharashtra,500000.0,100000.0,99999,Extraterritorial organizations and bodies,"A-203,RAJKAMAL,NEW JUHUVERSOVA LINK ROAD,SEVEN BUNGLOWS, ANDHERI (WEST),  ",ROC MUMBAI,enkayflorals@gmail.com,31-03-2019,31-03-2019
U99999MH1996PTC100778,BANSI DAIRY PRIVATE LIMITED   ,ACTV,Private,Company limited by Shares,Non-govt company,03-07-1996,Maharashtra,2500000.0,500000.0,99999,Extraterritorial organizations and bodies,"S.T.CYCLE STAND,RAMBAG ROAD,GANESHPETH,NAGPUR.   ",ROC MUMBAI,sanjay.joshi71@yahoo.com,31-03-2013,31-03-2013
U99999MH1996PTC100827,MAHAD HOTELS PRIVATE LIMITED   ,ACTV,Private,Company limited by Shares,Non-govt company,09-07-1996,Maharashtra,500000.0,105000.0,99999,Extraterritorial organizations and bodies,"SHOP NO.1, LAXMI ESTATE, OPP. KHAMGAR MASALAGHAR,VIKHROLI - EAST  ",ROC MUMBAI,udayshettigar21@gmail.com,31-03-2019,31-03-2019
U99999MH1996PTC100930,ARENA TRADING PRIVATE LIMITED   ,ACTV,Private,Company limited by Shares,Non-govt company,11-07-1996,Maharashtra,500000.0,500000.0,99999,Extraterritorial organizations and bodies,"2, Kailash Singh CHL, Shradhanand Road,Behind Tel.Exchange, Veleparle-East  ",ROC MUMBAI,atpl1963@gmail.com,31-03-2018,31-03-2018
U99999MH1996PTC100977,RAMKAMAL CHEMICALS PRIVATE LIMITED   ,ACTV,Private,Company limited by Shares,Non-govt company,12-07-1996,Maharashtra,15000000.0,15000000.0,99999,Extraterritorial organizations and bodies,"Unit No.F-87, First Floor, Kohinoor City Mall,Kirol Road, Kurla-West  ",ROC MUMBAI,business@ramkamalchemicals.com,31-03-2019,31-03-2019
U99999MH1996PTC100996,MECHELEC ELECTRICALS (INDIA) PRIVATELIMITED  ,ACTV,Private,Company limited by Shares,Non-govt company,12-07-1996,Maharashtra,500000.0,500000.0,99999,Extraterritorial organizations and bodies,"PLOT NO B=55, , M I D C,MALEGAON TAL SINNAR,NASHIK-422 010.  ",ROC MUMBAI,nateshca@gmail.com,31-03-2006,31-03-2006
U99999MH1996PTC101078,DALVI PREMISES PRIVATE LIMITED   ,ACTV,Private,Company limited by Shares,Non-govt company,15-07-1996,Maharashtra,500000.0,100000.0,99999,Extraterritorial organizations and bodies,"ROW HOUSE NO. 5, SAT SAI KRUPA HSG. SOC.,PLOT NO. 25, SECTOR-8, AIROLI,  ",ROC MUMBAI,gdalvi61@hotmail.com,31-03-2019,31-03-2019
U99999MH1996PTC101085,ALEX JEWELLERY PRIVATE LIMITED   ,ACTV,Private,Company limited by Shares,Non-govt company,16-07-1996,Maharashtra,5000000.0,4900000.0,99999,Extraterritorial organizations and bodies,"73D/74A, GOVERNMENT INDUSTRIAL ESTATE,CHARKOP, KANDIVALI (WEST)  ",ROC MUMBAI,prajapati.ca@gmail.com,31-03-2019,31-03-2019
U99999MH1996PTC101088,EAST PUNJAB TRADERS PRIVATE LIMITED   ,ACTV,Private,Company limited by Shares,Non-govt company,16-07-1996,Maharashtra,1000000.0,1000000.0,99999,Extraterritorial organizations and bodies,"C-1/17, SARATHI CHS. LTD.,S. V. ROAD SANTACRUZ (WEST)  ",ROC MUMBAI,veerjain283@gmail.com,31-03-2019,31-03-2019
